,id,campaign_id,coupon_id,customer_id,redemption_status,campaign_type,duration,month,year,age_range,marital_status,rented,family_size,no_of_children,income_bracket,mean_quantity_cust,mean_selling_price_cust,mean_other_discount_cust,mean_coupon_discount_cust,mean_quantity_item_coupon,mean_selling_price_item_coupon,mean_other_discount_item_coupon,mean_coupon_discount_item_coupon,brand,brand_type,category
300,495,12,1075,167,0,Y,32,4,2013,46-55,Married,0,2,1,4,1.1657559198542806,93.20273224043716,-12.9982058287796,-0.2621220400728598,1.1527443506240724,144.4160273682673,-28.744749244784405,-1.3437165784252816,2020,Established,Packaged Meat
301,496,26,746,477,0,X,40,8,2012,26-35,Married,0,4,2,6,1.2320819112627985,103.53174061433447,-13.705699658703072,0.0,1.0178571428571428,212.96586904761907,-58.27304761904762,-15.477738095238095,904,Established,Grocery
302,497,8,793,1085,0,X,48,2,2013,46-55,Married,0,1,1,4,238.36856745479832,93.33803894297635,-12.411835883171072,-0.3710431154381085,1.1704821975410211,99.7233688370453,-43.72977891814068,-1.659087579087579,946,Established,Grocery
303,499,12,107,268,0,Y,32,4,2013,70+,Married,0,2,1,2,12.565671641791045,65.90664179104478,-21.291716417910447,-1.0595373134328359,1.0599843623982699,44.757781011578345,-3.5891447798369494,-0.05946473379117971,56,Local,Grocery
304,502,9,19,1520,0,Y,32,3,2013,26-35,Married,0,3,1,8,250.7200647249191,161.37917475728156,-19.693624595469256,-0.45245954692556634,1.2378418695137148,87.63504101588299,-6.680978469075414,0.0,56,Local,"Dairy, Juices & Snacks"
305,503,30,1015,1497,0,X,46,11,2012,56-70,Married,0,5+,3+,5,1.3307692307692307,118.82851282051283,-12.865051282051281,0.0,1.101912784475053,49.853536382803796,-8.717185786090067,-0.20591080278024143,507,Established,Grocery
306,504,27,724,195,0,Y,63,8,2012,26-35,Married,0,2,1,5,232.30413492927096,107.56319368879217,-21.297785636561482,-0.09689880304678998,1.157335166248579,66.1333794159293,-0.610764100076494,-0.047481758832565286,782,Established,Grocery
307,505,5,279,301,0,Y,34,1,2013,26-35,Single,0,2,1,8,1.457142857142857,116.14973809523809,-22.50166666666667,-0.25357142857142856,1.0551805413448558,109.85677589453837,-8.45355136486777,0.0,4412,Established,Pharmaceutical
308,506,13,1025,819,0,X,47,5,2013,26-35,Married,0,2,1,4,1.157831325301205,54.60498795180723,-5.3994698795180724,0.0,1.0471756885901624,126.52975040420918,-35.95050677234965,-2.9307828007518797,1630,Established,Grocery
309,507,8,672,797,0,X,48,2,2013,46-55,Married,0,1,1,6,46.55591054313099,130.04159744408943,-29.81493610223642,-0.36985623003194884,1.1798521689524981,67.85059858638333,-8.038922178129955,-0.9809743181696292,676,Established,Grocery
310,508,4,860,1549,0,Y,32,1,2013,36-45,Married,0,1,1,2,46.99143045484509,106.29985497692815,-24.83163480553724,-3.4008503625576796,1.4788787683264606,124.83202906986901,-17.152200040777025,0.0,5013,Established,Grocery
311,515,13,473,1200,0,X,47,5,2013,56-70,Married,0,2,1,6,174.80124223602485,112.92470496894408,-9.7572049689441,0.0,1.0983130740894715,92.10326971544673,-25.377993207448178,-3.232882771472833,189,Established,Pharmaceutical
312,516,8,616,39,0,X,48,2,2013,70+,Married,0,2,1,4,1.1266968325791855,107.19570135746606,-18.43371040723982,0.0,1.0951185988433827,48.904633957283544,-9.062040067017396,-0.19218341592822533,507,Established,Grocery
313,517,5,955,88,0,Y,34,1,2013,70+,Single,0,1,1,4,477.92208628461043,142.86503541532517,-27.759137153895686,-1.8153831294269156,1.0,871.885,-85.04249999999999,-11.13125,1218,Established,Pharmaceutical
314,518,13,155,445,0,X,47,5,2013,46-55,Married,0,2,1,1,1.2371134020618557,105.9087113402062,-9.483865979381443,0.0,1.3232903844141959,115.01955360777622,-58.43155215733592,-0.2950518340429966,56,Local,Grocery
315,519,29,896,1445,0,Y,53,10,2012,18-25,Single,0,1,1,12,149.24539877300614,144.26926380368099,-16.859325153374233,0.0,2.5929585266677995,97.41952830127266,-44.94698839043858,0.0,5023,Established,"Dairy, Juices & Snacks"
316,521,10,280,302,0,Y,32,4,2013,36-45,Married,0,2,1,1,15.812007874015748,108.2583464566929,-13.073454724409448,-0.42946850393700786,1.0158730158730158,93.07767965367965,-15.876526695526696,0.0,4412,Established,Pharmaceutical
317,523,8,56,944,0,X,48,2,2013,46-55,Married,0,1,1,3,1.1719298245614036,94.65446783625733,-11.780619883040936,-0.32287719298245615,1.290094428067251,26.164534754961473,-2.4571589668807463,-0.42252982599595523,56,Local,Grocery
318,525,13,22,413,0,X,47,5,2013,46-55,Married,0,1,1,5,23.35823754789272,121.30206896551724,-14.20139846743295,-0.03411877394636015,1.2321630266467112,121.1849878371976,-29.397932276255904,-0.9510830989478413,56,Established,Grocery
319,526,8,983,689,0,X,48,2,2013,46-55,Married,0,1,1,5,7.127729257641922,64.5228056768559,-13.823591703056769,0.0,1.0984792888577148,114.63821380324056,-19.945283051823882,-3.6742313619801594,1337,Established,Grocery
320,528,13,135,1389,0,X,47,5,2013,70+,Married,0,1,1,5,66.83086419753086,65.7665925925926,-16.58520987654321,-0.19787654320987655,1.0408366533864541,32.376339641434264,-8.126982071713147,-0.03636454183266932,56,Local,Grocery
321,529,8,532,704,0,X,48,2,2013,46-55,Married,0,5+,3+,6,20.651452282157678,110.85567427385891,-21.267365145228215,-0.41568464730290455,1.4217450999169265,94.03904022283824,-26.729289850017704,-0.13988644443905784,278,Established,Grocery
322,530,26,466,969,0,X,40,8,2012,56-70,Single,0,1,1,10,136.77439024390245,109.26682926829267,-14.082820121951219,0.0,1.1133125729662618,109.62851215801169,-13.845871977080545,-1.128679764582726,172,Established,Grocery
323,531,8,725,852,0,X,48,2,2013,36-45,Married,1,2,1,5,15.386620330147698,78.57039965247611,-21.25106863596872,-0.16092962641181582,1.6193806556750954,64.75060521758795,-17.98180039282019,-0.19660004618646335,782,Established,Grocery
324,532,8,810,815,0,X,48,2,2013,46-55,Married,0,1,1,3,42.771117166212534,118.06264305177112,-20.69122615803815,0.0,1.2638329001499304,181.74571410239724,-49.996035133044494,-1.6269574681177137,982,Established,Seafood
325,533,13,139,1216,0,X,47,5,2013,26-35,Married,0,4,2,8,318.3028495692512,141.46979456593772,-15.557687210072896,-0.7376408217362491,1.114090909090909,35.50087998405103,-7.391877272727273,-0.8000842105263157,56,Local,Grocery
326,534,8,56,768,0,X,48,2,2013,46-55,Married,0,2,1,1,1.328125,106.41054687500001,-24.371614583333336,-0.5101822916666666,1.290094428067251,26.164534754961473,-2.4571589668807463,-0.42252982599595523,56,Local,Grocery
327,535,8,99,1538,0,X,48,2,2013,36-45,Married,0,5+,3+,8,1.3375,126.8120125,-15.4616625,-0.28004999999999997,1.2,259.668,-46.233999999999995,0.0,56,Local,Grocery
328,536,30,563,153,0,X,46,11,2012,46-55,Married,1,1,1,5,1.0996336996336997,59.16925274725275,-10.91858608058608,-1.8454212454212455,1.3333333333333333,42.266666666666666,0.0,0.0,360,Established,Grocery
329,538,8,285,1474,0,X,48,2,2013,46-55,Married,0,2,1,5,1.3692307692307693,76.91199999999999,-18.8722905982906,-0.30444444444444446,1.3042802436426661,128.32313855342392,-31.163945037869766,0.0,4412,Established,Pharmaceutical
330,539,26,301,152,0,X,40,8,2012,56-70,Single,0,1,1,4,1.3651960784313726,95.89696078431372,-25.227205882352944,-0.873014705882353,1.3232303904846705,107.94483700033052,-16.508477593891897,0.0,56,Local,Packaged Meat
331,541,13,135,1246,0,X,47,5,2013,26-35,Married,0,5+,3+,5,1.2362962962962962,121.07840740740741,-16.415274074074073,-0.6477481481481481,1.0408366533864541,32.376339641434264,-8.126982071713147,-0.03636454183266932,56,Local,Grocery
332,543,8,87,839,0,X,48,2,2013,46-55,Married,0,1,1,1,206.83403185247275,124.54992455993295,-20.240779547359598,-0.1642078792958927,1.029059829059829,108.8283076923077,-22.7208547008547,-0.2801025641025641,56,Local,Grocery
333,545,8,919,1039,0,X,48,2,2013,46-55,Married,0,2,1,7,1.9226519337016574,118.74403314917126,-40.254088397790056,-0.6986187845303867,1.0667562724014337,100.21214896953404,-9.110529793906808,-5.155541218637993,1134,Established,Grocery
334,546,13,508,279,0,X,47,5,2013,18-25,Married,0,1,1,3,62.9203125,117.669515625,-11.696625000000001,-0.361765625,1.0,216.40141414141416,-50.85104377104377,-4.047575757575758,238,Established,Grocery
335,548,8,49,433,0,X,48,2,2013,46-55,Married,0,2,1,6,1.1701215153681201,121.59297355253753,-13.863616869192281,-1.6467905646890635,1.05,218.811,-52.414,0.0,56,Local,Grocery
336,549,8,674,30,0,X,48,2,2013,70+,Married,0,1,1,5,1.4563279857397504,81.65417112299465,-20.45174688057041,-0.7936541889483066,1.0642228931066626,98.28532303674099,-18.85019841443563,-1.0733976136846173,681,Established,Grocery
337,554,13,27,1061,0,X,47,5,2013,36-45,Single,0,1,1,3,1.3470790378006874,109.32222680412372,-16.092982817869416,-0.9762817869415807,1.1697677234313901,84.47858325876041,-51.732305399369,-1.2416941068437628,1105,Established,Grocery
338,555,8,75,43,0,X,48,2,2013,26-35,Married,0,1,1,2,1.3013029315960911,90.38934853420196,-12.477263843648208,-0.06091205211726384,1.265747967621647,72.80203033422329,-4.986644622091497,0.0,56,Local,Grocery
339,557,13,167,1481,0,X,47,5,2013,56-70,Married,0,2,1,6,34.31228070175439,101.54821052631578,-15.66217543859649,-0.15831578947368422,1.0089511754068716,265.7067540564563,-43.54202736996966,-0.33236745027124776,56,Local,Prepared Food
340,558,29,265,1212,0,Y,53,10,2012,46-55,Married,0,2,1,5,1.0505689001264222,69.79389380530974,-10.730505689001264,-0.18012642225031605,1.0184357953707799,292.56421648074434,-5.93864301276066,0.0,4346,Established,Pharmaceutical
341,560,30,683,1256,0,X,46,11,2012,36-45,Married,0,1,1,4,96.6815144766147,91.95886414253897,-22.537995545657015,-0.07933184855233852,1.034965034965035,72.10766433566434,-0.9243181818181819,-1.2235209790209791,686,Established,Grocery
342,561,8,87,854,0,X,48,2,2013,26-35,Single,0,2,1,8,1.1684397163120568,94.45563829787233,-18.14464539007092,-0.03473404255319149,1.029059829059829,108.8283076923077,-22.7208547008547,-0.2801025641025641,56,Local,Grocery
343,563,26,620,958,0,X,40,8,2012,36-45,Single,0,1,1,8,140.28768844221105,103.60013819095477,-18.505489949748743,-0.11141959798994974,1.1455523860397685,130.4105044230758,-29.51820575882476,-1.5125123365975666,522,Established,Grocery
344,564,13,284,279,0,X,47,5,2013,18-25,Married,0,1,1,3,62.9203125,117.669515625,-11.696625000000001,-0.361765625,1.3575843274372685,128.25493793706292,-45.319455985191276,0.0,4412,Established,Pharmaceutical
345,566,12,466,569,0,Y,32,4,2013,46-55,Married,0,1,1,9,248.2748592870544,170.6152626641651,-17.797242026266417,-0.01670731707317073,1.1133125729662618,109.62851215801169,-13.845871977080545,-1.128679764582726,172,Established,Grocery
346,567,13,504,852,0,X,47,5,2013,46-55,Married,0,4,2,4,15.386620330147698,78.57039965247611,-21.25106863596872,-0.16092962641181582,1.0703304597701149,193.09398682950192,-27.273424090038315,-2.7448692528735634,234,Established,Pharmaceutical
347,569,9,635,569,0,Y,32,3,2013,46-55,Married,0,1,1,9,248.2748592870544,170.6152626641651,-17.797242026266417,-0.01670731707317073,1.3538024164889837,332.12837953091685,-142.4984925373134,-2.987320540156361,560,Established,Pharmaceutical
348,570,8,817,124,0,X,48,2,2013,46-55,Married,0,2,1,6,971.6379044684129,202.243281972265,-22.323682588597844,-0.164653312788906,1.0802176914676915,116.09013665962416,-19.624092754055255,-0.9761012865512865,989,Established,Packaged Meat
349,571,7,986,1084,0,Y,34,2,2013,36-45,Married,0,2,1,6,12.245379222434671,87.45227533460803,-17.662797960484387,-0.027246653919694074,1.0089992360580595,292.03084906204907,-16.797842254477548,-1.9127949070537305,1342,Established,Pharmaceutical
350,572,26,367,766,0,X,40,8,2012,36-45,Married,0,2,1,9,173.47569113441372,130.01023832221162,-14.805452812202097,-2.3317159199237367,1.029292634400269,100.29107521529367,-8.012288739749538,0.0,56,Local,Grocery
351,575,8,481,651,0,X,48,2,2013,46-55,Married,1,2,1,3,45.775862068965516,141.48162561576356,-14.485689655172413,0.0,1.0118175475318332,371.8917534551262,-53.1682578730793,-13.20540196559393,206,Established,Grocery
352,576,8,247,1340,0,X,48,2,2013,46-55,Married,0,2,1,6,1.317109144542773,114.40489675516224,-19.641725663716816,-0.6199262536873157,1.1792815028109145,133.63067059737648,-4.572193473193473,0.0,4428,Established,Grocery
353,577,13,24,53,0,X,47,5,2013,56-70,Married,0,1,1,3,1.6223506743737957,94.51803468208092,-14.210211946050094,0.0,1.2822876463871424,189.44477600791703,-34.13661068813973,-0.4342665434180126,56,Established,Meat
354,579,8,532,860,0,X,48,2,2013,26-35,Single,0,1,1,1,1.078125,107.08724609375,-14.14046875,0.0,1.4217450999169265,94.03904022283824,-26.729289850017704,-0.13988644443905784,278,Established,Grocery
355,584,5,1043,301,0,Y,34,1,2013,26-35,Married,0,2,1,4,1.457142857142857,116.14973809523809,-22.50166666666667,-0.25357142857142856,1.287163707290826,271.2368393689025,-64.93293532206222,-14.602454255341746,1756,Established,Pharmaceutical
356,589,8,885,1489,0,X,48,2,2013,46-55,Married,0,2,1,3,247.44306049822063,120.63610320284698,-20.52473309608541,-0.4715480427046263,1.0833247606162075,91.91833224381122,-8.753660522330431,-1.1226330100152313,1101,Established,Grocery
357,590,30,294,953,0,X,46,11,2012,36-45,Married,0,2,1,1,16.651063829787233,132.0208085106383,-33.75855319148936,0.0,1.1155372405372406,96.0140728021978,-6.732301587301587,-3.2896657509157503,49,Established,Grocery
358,591,8,296,792,0,X,48,2,2013,36-45,Married,0,2,1,4,16.953359683794467,90.50798418972332,-16.32373122529644,-0.3500079051383399,1.0,302.41,-41.556666666666665,0.0,53,Established,Pharmaceutical
359,592,10,106,1419,0,Y,32,4,2013,36-45,Married,0,1,1,5,51.82547770700637,84.12782165605095,-11.35667515923567,-0.024955414012738854,1.0,149.47,-83.57083333333333,0.0,56,Local,Bakery
360,594,13,773,996,0,X,47,5,2013,46-55,Married,0,1,1,6,215.13768115942028,103.4086231884058,-14.067391304347826,-0.8647101449275361,1.0185030257153689,269.0690674790334,-76.964948074923,-2.373691012665944,914,Established,Grocery
361,596,8,66,516,0,X,48,2,2013,70+,Married,0,2,1,4,1.4394904458598725,149.79888535031847,-17.42777070063694,-0.794076433121019,1.0714285714285714,106.56302721088434,-14.367013605442176,0.0,56,Local,Grocery
362,598,8,81,243,0,X,48,2,2013,56-70,Married,0,2,1,5,155.01820250284413,141.40317406143345,-16.631023890784984,-0.7030602957906712,1.0300288820931023,73.40404834397411,-3.6292245649802384,0.0,56,Local,Grocery
363,599,13,26,71,0,X,47,5,2013,36-45,Married,0,5+,3+,4,19.131130063965884,86.50530916844349,-22.625650319829425,-1.4126226012793177,1.0346283783783783,404.5680085666023,-45.38271838803088,-0.6360714285714285,1092,Established,Pharmaceutical
364,601,26,514,387,0,X,40,8,2012,26-35,Married,0,3,1,3,249.8284518828452,98.78506276150628,-16.139780334728034,0.0,1.2387370969620626,91.09074806803244,-13.690512052823243,-0.42877032682590865,248,Established,Grocery
365,603,8,989,1411,0,X,48,2,2013,56-70,Married,0,2,1,4,292.5738880918221,117.95463414634148,-13.440817790530847,-0.2412051649928264,1.0762369102065688,138.54415204387195,-39.58310497856433,-1.857983357305829,1367,Established,Grocery
366,607,13,465,7,0,X,47,5,2013,26-35,Married,0,3,1,3,54.85565052231719,102.06745489078823,-17.803798670465337,-0.7458974358974358,1.1034548195738973,85.63702568150848,-27.139100055525713,-1.086822078761158,172,Established,Grocery
367,609,13,865,862,0,X,47,5,2013,26-35,Single,0,1,1,2,1.2508960573476702,112.83186379928316,-12.484677419354838,0.0,1.0457619868873356,116.8737879206783,-20.835617797949656,-1.0922332687501446,1061,Established,Grocery
368,612,8,737,883,0,X,48,2,2013,26-35,Married,0,2,1,5,274.9351145038168,152.80236641221376,-20.514141221374047,-0.10875954198473282,1.0,246.26634920634922,-11.618650793650794,-2.9683333333333333,796,Established,Pharmaceutical
369,613,13,454,179,0,X,47,5,2013,46-55,Married,0,1,1,4,151.28454172366622,124.06599179206567,-14.779083447332422,-1.6172229822161424,1.1017946864016848,80.75737374690928,-18.05425773997579,-0.353392750341697,152,Established,Grocery
370,615,13,919,1210,0,X,47,5,2013,46-55,Married,0,2,1,5,14.621203438395415,78.77092263610315,-12.618011461318051,-0.37763323782234953,1.0667562724014337,100.21214896953404,-9.110529793906808,-5.155541218637993,1134,Established,Grocery
371,617,12,779,439,0,Y,32,4,2013,46-55,Married,0,2,1,5,1.2618243243243243,96.16224662162162,-18.841925675675675,-0.5535304054054054,1.0,136.18333333333334,0.0,-53.31,926,Established,Grocery
372,618,13,586,872,0,X,47,5,2013,70+,Married,0,2,1,7,1.3937677053824362,146.2140793201133,-12.313597733711047,-0.20685552407932015,1.004138255885402,62.89632044891955,-1.3144184387868472,-1.159646430078612,461,Established,Grocery
373,620,13,672,1358,0,X,47,5,2013,46-55,Single,0,1,1,5,1006.0,303.0273033707865,-88.04955056179774,-1.4674906367041198,1.1798521689524981,67.85059858638333,-8.038922178129955,-0.9809743181696292,676,Established,Grocery
374,621,30,980,1554,0,X,46,11,2012,18-25,Married,1,3,1,4,34.94430992736078,80.63360774818402,-17.69593220338983,-2.1691283292978207,1.2489795918367348,74.45564455782312,-1.4563350340136054,0.0,1319,Established,Pharmaceutical
375,623,13,954,734,0,X,47,5,2013,36-45,Single,1,1,1,4,1.268421052631579,81.05984210526316,-17.275473684210528,0.0,1.2066666666666666,241.57846666666666,-50.13853333333333,0.0,5058,Established,Pharmaceutical
376,626,12,492,537,0,Y,32,4,2013,18-25,Single,0,1,1,5,51.56884681583477,112.6565834767642,-15.449061962134252,-0.15327022375215146,1.2222595167482677,96.0168387990371,-13.624177330891404,-2.999550740670465,209,Established,Grocery
377,628,4,16,957,0,Y,32,1,2013,26-35,Married,0,2,1,5,519.658382286489,167.7020515137822,-15.742946226841392,-0.08047898779936737,1.1769399190130898,64.2553987236568,-11.54576833976834,-1.367938270476132,58,Established,Grocery
378,634,13,162,866,0,X,47,5,2013,46-55,Married,0,2,1,5,395.20885509838996,123.6883184257603,-17.598492844364937,-0.1051386404293381,1.0,145.52687500000002,-46.75125,0.0,56,Local,Prepared Food
379,635,5,1043,42,0,Y,34,1,2013,26-35,Married,0,4,2,9,585.5487731897067,149.49102932375823,-18.58423698384201,-0.8430580490724118,1.287163707290826,271.2368393689025,-64.93293532206222,-14.602454255341746,1756,Established,Pharmaceutical
380,638,30,303,1458,0,X,46,11,2012,46-55,Married,0,3,1,6,176.68871925360475,111.75296861747243,-23.984622561492788,-0.3891263782866836,1.0544982698961938,101.64209558823529,-15.115015138408305,0.0,56,Local,Packaged Meat
381,639,13,504,1441,0,X,47,5,2013,36-45,Married,0,3,1,2,81.35889243876464,135.61396698615548,-30.411395101171458,-1.6364430244941426,1.0703304597701149,193.09398682950192,-27.273424090038315,-2.7448692528735634,234,Established,Pharmaceutical
382,640,10,824,226,0,Y,32,4,2013,46-55,Married,0,1,1,5,39.35730858468678,131.23879350348028,-26.721701469450885,-0.33443155452436196,1.0201136968170854,189.78554417304463,-26.157928249392963,-4.774772685633319,57,Established,Grocery
383,641,30,261,633,0,X,46,11,2012,26-35,Married,0,3,1,9,46.24739039665971,103.17405010438414,-16.14929018789144,-0.1896242171189979,1.1866666666666665,792.0504000000001,-52.907466666666664,0.0,4326,Established,Pharmaceutical
384,642,26,305,294,0,X,40,8,2012,18-25,Single,0,2,1,5,18.128347183748847,149.2439242843952,-19.720415512465372,-0.47361957525392423,2.1,133.23589583333333,-24.99969791666667,-3.562,56,Local,Packaged Meat
385,643,8,740,1044,0,X,48,2,2013,56-70,Married,0,2,1,5,32.200146627565985,108.85110703812317,-33.31796187683284,-1.3547800586510264,1.0,320.22,0.0,0.0,796,Established,Pharmaceutical
386,644,13,129,973,0,X,47,5,2013,26-35,Married,0,2,1,4,11.188025210084033,81.53560924369748,-14.776890756302521,-0.15714285714285714,1.023076923076923,143.56157692307693,-6.7705769230769235,0.0,56,Local,Grocery
387,646,8,433,478,0,X,48,2,2013,46-55,Married,0,2,1,5,2.857361963190184,95.32947852760736,-17.36828220858896,-0.05463190184049079,1.105141352549889,83.22949168514413,-22.19969008684405,-2.1216326219512194,119,Established,Grocery
388,647,5,663,829,0,Y,34,1,2013,46-55,Married,0,1,1,1,7.94356005788712,80.19047756874096,-13.346208393632416,-0.0690738060781476,1.0303030303030303,321.8148543123543,-15.788094405594405,-18.925075757575758,673,Established,Pharmaceutical
389,648,30,260,1044,0,X,46,11,2012,36-45,Married,0,2,1,4,32.200146627565985,108.85110703812317,-33.31796187683284,-1.3547800586510264,1.0326086956521738,839.9917753623189,-25.953297101449273,0.0,4326,Established,Pharmaceutical
390,649,8,907,1321,0,X,48,2,2013,36-45,Married,0,3,1,1,267.3459637561779,115.7963756177924,-17.737545304777594,-3.0214827018121913,1.1600772620297537,102.53983975032952,-22.520796486565654,-1.1344113113362078,1124,Established,Grocery
391,650,8,1017,496,0,X,48,2,2013,36-45,Married,0,3,1,4,6.34593837535014,99.47752100840336,-15.806526610644259,-0.1895658263305322,1.0710441524136753,181.62163106429915,-33.62912122646841,-0.1980546278828658,1558,Established,Grocery
392,651,8,256,522,0,X,48,2,2013,46-55,Married,0,3,1,6,166.85882352941175,98.96294117647058,-13.549627450980394,0.0,1.0,288.93506666666667,-13.535599999999999,0.0,4308,Established,Pharmaceutical
393,654,13,249,499,0,X,47,5,2013,36-45,Married,1,2,1,5,239.40247879973907,89.16872146118722,-17.628799739073713,-0.14637964774951076,1.0692307692307692,198.10303113553113,-10.987095238095238,0.0,4300,Established,Pharmaceutical
394,656,29,896,460,0,Y,53,10,2012,70+,Married,0,2,1,5,60.53876157971721,120.3092735251097,-17.05168698196002,-0.5566162847391516,2.5929585266677995,97.41952830127266,-44.94698839043858,0.0,5023,Established,"Dairy, Juices & Snacks"
395,657,30,909,586,0,X,46,11,2012,46-55,Married,0,1,1,4,200.24900398406373,131.3389641434263,-12.722729083665337,-1.9604980079681273,1.1943877551020408,594.8676581632653,-26.472857142857144,0.0,1126,Established,Pharmaceutical
396,659,30,945,419,0,X,46,11,2012,56-70,Married,0,2,1,9,1.1695906432748537,93.37315789473685,-20.967777777777776,-0.315906432748538,1.515720621213542,123.95107889281788,-50.24345271661056,-0.09678114996234216,1187,Established,Packaged Meat
397,660,8,882,446,0,X,48,2,2013,36-45,Single,0,3,2,4,180.38367658276124,120.66072463768116,-12.98508009153318,-0.05434019832189168,1.162373325770455,141.42573232933998,-17.336821440653974,-0.7743512189564822,1088,Established,Grocery
398,661,8,902,754,0,X,48,2,2013,46-55,Married,0,1,1,2,278.3175519630485,119.74411085450346,-29.335842956120093,-0.32452655889145493,1.4222326412706607,84.06186247827203,-10.373979935106988,-0.1714535585690241,1124,Established,Grocery
399,662,13,386,567,0,X,47,5,2013,36-45,Married,0,1,1,2,1.3190327613104524,105.42347893915756,-20.431497659906398,-0.2320046801872075,1.0171428571428571,144.1468226600985,-14.190697044334977,-19.602819458128078,1009,Established,Grocery
400,664,13,408,1192,0,X,47,5,2013,70+,Married,0,1,1,2,1.3062904174015284,92.43604350382128,-15.90763668430335,-0.20206937095825986,2.256567071080304,40.21777687098396,-3.718629063876975,-0.3281205331499985,63,Established,Grocery
401,665,8,58,637,0,X,48,2,2013,46-55,Married,0,1,1,6,1.2147887323943662,101.33616197183099,-9.557860915492958,-0.04703345070422535,1.5,130.905,-94.75,0.0,56,Local,Flowers & Plants
402,666,12,470,1266,0,Y,32,4,2013,46-55,Married,0,1,1,9,1.1682785299806577,123.62197292069632,-13.868268858800773,-0.9139071566731142,1.0,106.5,-35.62,0.0,178,Established,Grocery
403,667,11,669,790,0,Y,46,4,2013,36-45,Married,0,3,1,4,117.79855072463768,110.3171884057971,-12.235550724637681,-0.1316376811594203,1.6861233282584032,116.5570801583233,-29.1587473617708,-1.7933102127544969,673,Established,Grocery
404,671,11,571,1481,0,Y,46,4,2013,36-45,Married,0,2,1,4,34.31228070175439,101.54821052631578,-15.66217543859649,-0.15831578947368422,1.431232492997199,154.9597151260504,-56.43235154061624,-2.2600714285714285,387,Established,Grocery
405,672,9,635,760,0,Y,32,3,2013,46-55,Married,0,5+,3+,5,130.34916201117318,144.40526536312848,-13.04495810055866,-0.05472067039106145,1.3538024164889837,332.12837953091685,-142.4984925373134,-2.987320540156361,560,Established,Pharmaceutical
406,673,10,732,1281,0,Y,32,4,2013,18-25,Married,0,2,1,2,39.667447306791566,133.75372365339578,-10.882622950819673,-0.0659016393442623,1.0,272.20133333333337,-82.89658333333334,-17.81,783,Established,Pharmaceutical
407,677,8,755,243,0,X,48,2,2013,56-70,Married,0,2,1,5,155.01820250284413,141.40317406143345,-16.631023890784984,-0.7030602957906712,1.0238636126435208,124.09890802815653,-66.01756643080054,-2.7283297866137537,864,Established,Grocery
408,678,8,52,1064,0,X,48,2,2013,36-45,Married,0,2,1,9,137.5099150141643,139.72650141643058,-21.427507082152975,-0.2968319169027384,1.0853658536585367,252.23439024390245,-53.18646341463415,0.0,56,Local,Grocery
409,680,13,468,289,0,X,47,5,2013,36-45,Married,0,2,1,4,1.2094155844155845,126.9271590909091,-18.250925324675325,-0.3527272727272727,1.0892189540902228,121.93467967225193,-23.050953980232507,-3.8541553010711223,172,Established,Grocery
410,681,13,694,1507,0,X,47,5,2013,46-55,Single,0,1,1,7,97.59265175718849,67.65814696485623,-16.19541533546326,-0.4409744408945686,1.0525793650793651,619.8512976190476,-7.417281746031746,-3.7210535714285715,686,Established,Pharmaceutical
411,682,8,432,1412,0,X,48,2,2013,46-55,Married,0,1,1,5,191.43973941368077,109.4574267100977,-20.143029315960913,-0.9939522258414766,1.1034772014843575,87.89922785877545,-18.020134623483063,-0.9535167790645366,119,Established,Grocery
412,683,13,510,586,0,X,47,5,2013,46-55,Married,0,1,1,4,200.24900398406373,131.3389641434263,-12.722729083665337,-1.9604980079681273,1.2681938646962077,182.0726567150424,-53.37419948337529,-4.531092703678257,241,Established,Seafood
413,684,26,852,1029,0,X,40,8,2012,36-45,Single,0,1,1,1,10.540178571428571,73.78042410714285,-13.596629464285714,-0.5048883928571428,1.0876018117684785,86.69000779220778,-5.489675068141735,-2.880729950296617,1025,Established,Pharmaceutical
414,686,8,610,1073,0,X,48,2,2013,36-45,Single,0,4,3+,4,1.162303664921466,92.07235602094241,-12.984947643979057,-0.5757722513089005,1.2476035973553559,132.61391991751395,-20.112830123254632,-5.486984384328797,498,Established,Grocery
415,687,8,13,1514,0,X,48,2,2013,36-45,Married,0,1,1,6,1.5463320463320462,135.58824324324326,-13.783011583011582,-0.30256756756756753,1.0174129353233832,79.57578018995929,-8.424362279511532,-0.09746268656716417,1666,Established,Grocery
416,689,11,910,724,0,Y,46,4,2013,26-35,Married,0,3,1,6,37.19318181818182,91.8564448051948,-15.23612012987013,-0.1445616883116883,1.232673745173745,104.00368715631217,-7.6396339066339065,0.0,1128,Established,Pharmaceutical
417,693,8,711,384,0,X,48,2,2013,36-45,Single,0,1,1,3,68.7751677852349,99.33823825503354,-14.34711409395973,-0.7918791946308724,1.1788888888888889,131.65693333333334,-22.10681111111111,-2.720833333333333,717,Established,Grocery
418,694,13,694,1015,0,X,47,5,2013,36-45,Married,0,2,1,6,418.80389221556885,143.85095808383235,-14.135583832335328,-3.455254491017964,1.0525793650793651,619.8512976190476,-7.417281746031746,-3.7210535714285715,686,Established,Pharmaceutical
419,695,13,249,1506,0,X,47,5,2013,46-55,Married,0,1,1,5,399.46144578313255,95.75149397590361,-23.622289156626508,-1.99989156626506,1.0692307692307692,198.10303113553113,-10.987095238095238,0.0,4300,Established,Pharmaceutical
