date,customer_id,item_id,quantity,selling_price,other_discount,coupon_discount
2012-02-14,164,35464,1,21.02,-14.25,0.0
2012-02-14,164,47512,1,35.62,-35.26,0.0
2012-02-14,164,47558,1,35.62,-53.07,0.0
2012-02-14,164,47560,1,35.62,-70.88,0.0
2012-02-14,164,47563,1,35.62,-35.26,0.0
2012-02-14,90,11519,4,369.02,0.0,0.0
2012-02-14,90,23010,2,569.21,0.0,0.0
2012-02-14,90,15998,1,195.55,0.0,0.0
2012-02-14,507,27971,1,71.24,-10.33,0.0
2012-02-14,507,47780,1,195.55,0.0,0.0
2012-02-14,1042,5507,1,89.05,-17.45,0.0
2012-02-14,1042,7220,1,131.44,0.0,0.0
2012-02-14,1042,9658,1,180.95,0.0,0.0
2012-02-14,1042,14211,4,198.05,0.0,0.0
2012-02-14,1042,15790,1,81.57,0.0,0.0
2012-02-14,1042,18202,2,49.16,-14.25,0.0
2012-02-14,1042,19442,1,70.88,0.0,0.0
2012-02-14,1042,30293,1,35.26,0.0,0.0
2012-02-14,1042,36455,1,71.24,-35.26,0.0
2012-02-14,1042,58827,1,178.1,0.0,0.0
2012-02-14,1042,58852,1,178.1,0.0,0.0
2012-02-14,836,9417,1,71.24,-10.33,0.0
2012-02-14,836,9479,3,160.29,-127.16,0.0
2012-02-14,836,17402,1,53.43,-42.39,0.0
2012-02-14,836,24076,1,71.24,-10.33,0.0
2012-02-14,836,26363,1,66.97,-16.03,0.0
2012-02-14,836,51512,1,53.43,-42.39,0.0
2012-02-14,836,54360,1,53.43,-42.39,0.0
2012-02-14,834,12967,1,71.24,-28.14,0.0
2012-02-14,834,16490,1,71.24,-28.14,0.0
2012-02-14,834,27054,1,35.62,-17.45,0.0
2012-02-14,834,31095,1,49.51,-7.12,0.0
2012-02-14,834,45372,1,93.32,-23.87,0.0
2012-02-14,834,50174,1,142.12,0.0,0.0
2012-02-14,444,7489,1,284.6,0.0,0.0
2012-02-14,444,12832,1,131.44,0.0,0.0
2012-02-14,444,17133,1,49.51,-14.25,0.0
2012-02-14,444,17877,1,81.57,0.0,0.0
2012-02-14,444,20591,1,498.32,-106.86,0.0
2012-02-14,444,24888,1,85.13,0.0,0.0
2012-02-14,6,11909,1,138.56,0.0,0.0
2012-02-14,6,17183,1,320.22,-24.93,0.0
2012-02-14,1423,6958,3,169.91,0.0,0.0
2012-02-14,1423,7573,1,284.6,0.0,0.0
2012-02-14,1423,28339,1,284.6,0.0,0.0
2012-02-14,1423,34139,1,45.95,0.0,0.0
2012-02-14,1423,48929,1,28.14,0.0,0.0
2012-02-14,1423,48992,1,28.14,0.0,0.0
2012-02-14,1423,49059,1,28.14,0.0,0.0
2012-02-14,1423,50237,1,28.14,0.0,0.0
2012-02-14,1423,50239,1,28.14,0.0,0.0
2012-02-14,1423,50242,1,28.14,0.0,0.0
2012-02-14,922,4351,1,124.67,0.0,0.0
2012-02-14,922,4571,2,148.18,0.0,0.0
2012-02-14,922,25169,1,63.76,0.0,0.0
2012-02-14,922,36837,1,63.76,-7.12,0.0
2012-02-14,922,53102,1,89.05,0.0,0.0
2012-02-14,1572,45502,1,124.67,-38.83,0.0
2012-02-14,1572,45578,1,124.67,-38.83,0.0
2012-02-14,503,49009,4524,320.58,-0.36,0.0
2012-02-14,968,10268,1,135.0,-17.81,0.0
2012-02-14,968,23427,1,142.12,0.0,0.0
2012-02-14,968,23896,1,92.26,0.0,0.0
2012-02-14,968,26012,1,113.63,0.0,0.0
2012-02-14,968,31355,1,92.26,-14.25,0.0
2012-02-14,968,45669,4,213.72,-69.82,0.0
2012-02-14,1180,8049,4,995.94,-427.44,0.0
2012-02-14,1180,13174,6,211.58,0.0,0.0
2012-02-14,1180,14280,3,7008.24,0.0,0.0
2012-02-14,1180,46623,1,24.58,0.0,0.0
2012-02-14,843,9717,2,178.1,-63.4,0.0
2012-02-14,843,12403,2,213.72,-70.53,0.0
2012-02-14,843,18202,2,49.16,-14.25,0.0
2012-02-14,843,21306,1,45.95,-17.81,0.0
2012-02-14,843,22934,1,53.07,0.0,0.0
2012-02-14,843,32991,1,63.76,-7.12,0.0
2012-02-14,843,34024,3,201.97,0.0,0.0
2012-02-14,843,46662,1,124.67,-17.45,0.0
2012-02-14,843,47482,1,89.05,-17.45,0.0
2012-02-14,843,52091,1,106.5,0.0,0.0
2012-02-14,843,55985,1,95.82,0.0,0.0
2012-02-14,843,56108,1,95.82,0.0,0.0
2012-02-14,236,9281,4,71.24,0.0,0.0
2012-02-14,236,19325,1,59.49,-39.89,0.0
2012-02-14,236,19632,3,178.1,-55.92,0.0
2012-02-14,236,31704,1,231.17,0.0,0.0
2012-02-14,236,45418,2,195.91,-38.47,0.0
2012-02-14,901,21208,1,102.59,0.0,0.0
2012-02-14,654,13103,1,24.58,0.0,0.0
2012-02-14,654,22688,1,49.51,0.0,0.0
2012-02-14,654,23985,1,373.65,0.0,0.0
2012-02-14,654,33861,1,35.26,0.0,0.0
2012-02-14,702,4927,1,184.87,-53.43,0.0
2012-02-14,702,5979,1,89.05,-17.45,0.0
2012-02-14,702,7573,1,284.6,0.0,0.0
2012-02-14,702,10114,5,106.86,-51.65,0.0
2012-02-14,702,11364,1,92.26,0.0,0.0
2012-02-14,702,11817,1,71.24,-13.89,0.0
2012-02-14,702,12880,2,178.1,-70.53,0.0
2012-02-14,702,14527,1,284.6,-203.03,0.0
2012-02-14,702,14980,1,89.05,-17.45,0.0
2012-02-14,702,17932,1,124.31,0.0,0.0
2012-02-14,702,18126,1,71.24,-13.89,0.0
2012-02-14,702,22051,1,92.26,0.0,0.0
2012-02-14,702,22930,1,35.26,-28.5,0.0
2012-02-14,702,23705,1,71.24,-13.89,0.0
2012-02-14,702,29767,2,89.05,-52.72,0.0
2012-02-14,702,29812,2,89.05,-52.72,0.0
2012-02-14,702,30504,2,637.24,0.0,0.0
2012-02-14,702,32262,1,130.73,-54.14,0.0
2012-02-14,702,33049,1,124.67,-35.26,0.0
2012-02-14,702,33675,1,89.05,-63.76,0.0
2012-02-14,702,47299,1,248.98,-106.86,0.0
2012-02-14,702,57757,1,106.86,-35.26,0.0
2012-02-14,449,10673,1,45.95,0.0,0.0
2012-02-14,449,27099,1,35.62,-35.26,0.0
2012-02-14,449,52207,1,31.7,0.0,0.0
2012-02-14,1167,4451,1,21.02,-7.12,0.0
2012-02-14,1167,7502,1,21.02,-7.12,0.0
2012-02-14,1167,8350,1,145.69,0.0,0.0
2012-02-14,1167,13742,1,355.84,0.0,0.0
2012-02-14,1167,20979,1,21.02,-7.12,0.0
2012-02-14,1167,26665,1,70.88,0.0,0.0
2012-02-14,1167,28825,1,177.74,0.0,0.0
2012-02-14,1167,34200,1,67.32,0.0,0.0
2012-02-14,1167,36357,1,21.02,-7.12,0.0
2012-02-14,1167,45164,1,142.12,0.0,0.0
2012-02-14,1167,45451,1,106.5,0.0,0.0
2012-02-14,1167,45489,1,83.35,-48.09,0.0
2012-02-14,1167,50161,1,89.05,-17.45,0.0
2012-02-14,1167,50168,1,106.5,0.0,0.0
2012-02-14,1167,50429,2,106.86,-34.91,0.0
2012-02-14,212,48382,1,89.05,-17.45,0.0
2012-02-14,11,6350,1,902.25,0.0,-142.48
2012-02-14,11,22800,3,2706.76,0.0,-427.44
2012-02-14,11,5798,1,47.73,-12.47,0.0
2012-02-14,11,9454,1,70.88,0.0,0.0
2012-02-14,11,12311,4,307.76,-4.27,0.0
2012-02-14,11,17081,2,822.11,-123.96,0.0
2012-02-14,11,49119,1,35.26,0.0,0.0
2012-02-14,589,10372,1,35.26,0.0,0.0
2012-02-14,1280,5286,1,99.74,-61.62,0.0
2012-02-14,1280,26948,2,126.45,-51.29,0.0
2012-02-14,1280,56908,1,35.26,0.0,0.0
2012-02-14,441,20720,1,135.0,0.0,0.0
2012-02-14,441,27418,1,106.5,0.0,0.0
2012-02-14,441,32233,1,427.08,0.0,0.0
2012-02-14,1508,31095,2,104.72,-8.55,0.0
2012-02-14,1508,36255,1,81.57,-14.25,0.0
2012-02-14,1508,37042,1,95.82,0.0,0.0
2012-02-14,1508,47709,1,81.57,0.0,0.0
2012-02-14,1508,51037,1,106.86,-78.01,0.0
2012-02-14,1320,13445,1,124.31,-53.43,0.0
2012-02-14,1320,18898,1,94.39,0.0,0.0
2012-02-14,1320,31322,1,78.01,0.0,0.0
2012-02-14,1320,45340,1,74.45,0.0,0.0
2012-02-14,240,7041,1,70.88,0.0,0.0
2012-02-14,240,10479,1,70.88,0.0,0.0
2012-02-14,240,13299,1,113.63,0.0,0.0
2012-02-14,240,14195,2,31.35,0.0,0.0
2012-02-14,240,17417,1,63.76,0.0,0.0
2012-02-14,240,19839,1,17.81,-2.49,0.0
2012-02-14,240,20094,1,28.14,0.0,0.0
2012-02-14,240,20700,2,106.86,-13.54,0.0
2012-02-14,240,21630,2,35.62,-4.99,0.0
2012-02-14,240,24679,1,70.88,0.0,0.0
2012-02-14,240,25664,1,70.88,0.0,0.0
2012-02-14,240,26951,2,56.99,-20.66,0.0
2012-02-14,240,33999,1,140.34,0.0,0.0
2012-02-14,240,36833,1,17.81,-2.49,0.0
2012-02-14,782,7582,1,17.81,-24.58,0.0
2012-02-14,782,8913,1,23.15,0.0,0.0
2012-02-14,198,21962,2,49.16,-7.12,0.0
2012-02-14,464,5925,1,63.76,-7.12,0.0
2012-02-14,464,7057,1,54.14,-6.06,0.0
2012-02-14,464,12311,1,70.17,-7.84,0.0
2012-02-14,464,18511,1,33.13,-2.14,0.0
2012-02-14,464,20267,1,65.54,-5.34,0.0
2012-02-14,464,23049,1,85.13,0.0,0.0
2012-02-14,464,28939,1,70.17,-7.84,0.0
2012-02-14,464,32679,1,63.76,-7.12,0.0
2012-02-14,464,33997,1,106.5,0.0,0.0
2012-02-14,464,36683,1,33.13,-2.14,0.0
2012-02-14,464,46274,1,89.41,-9.97,0.0
2012-02-14,464,47740,1,31.7,0.0,0.0
2012-02-14,464,51447,1,142.12,0.0,0.0
2012-02-14,464,59241,1,35.62,0.0,0.0
2012-02-14,464,59444,1,106.5,0.0,0.0
2012-02-14,874,44653,1,35.26,-17.81,0.0
2012-02-14,874,44658,1,45.95,0.0,0.0
2012-02-14,874,44665,1,63.76,0.0,0.0
2012-02-14,874,58512,1,88.69,-42.74,0.0
2012-02-14,427,3274,1,93.68,-27.07,0.0
2012-02-14,427,3393,1,35.62,-17.45,0.0
2012-02-14,427,3577,1,117.19,0.0,0.0
2012-02-14,427,4107,1,120.75,0.0,0.0
2012-02-14,427,4247,1,35.62,0.0,0.0
2012-02-14,427,52235,1,56.64,0.0,0.0
2012-02-15,1387,50301,1,569.56,0.0,0.0
2012-02-15,1387,60877,1,213.36,0.0,0.0
2012-02-15,1550,10673,2,91.9,0.0,0.0
2012-02-15,1550,25713,1,142.12,0.0,0.0
2012-02-15,1550,32580,1,106.5,0.0,0.0
2012-02-15,1079,5087,1,177.74,-17.81,0.0
2012-02-15,1079,8615,1,70.88,0.0,0.0
2012-02-15,1079,9126,1,49.51,0.0,0.0
2012-02-15,1079,9760,1,76.94,-36.69,0.0
2012-02-15,1079,28823,1,56.64,0.0,0.0
2012-02-15,1079,33464,1,35.26,-42.74,0.0
2012-02-15,1079,34494,1,30.63,-11.75,0.0
2012-02-15,1079,58496,1,142.12,0.0,0.0
2012-02-15,562,8972,1,12.11,-7.48,0.0
2012-02-15,1547,5642,3,53.43,-30.99,0.0
2012-02-15,1547,6041,1,106.5,0.0,0.0
2012-02-15,1547,7388,1,106.5,-24.93,0.0
2012-02-15,1547,8539,1,89.05,-28.14,0.0
2012-02-15,1547,8808,1,53.43,-53.07,0.0
2012-02-15,1547,10681,2,142.48,-70.53,0.0
2012-02-15,1547,11470,1,71.24,0.0,-35.62
2012-02-15,1547,12456,3,178.1,-34.55,0.0
2012-02-15,1547,13868,1,70.88,-17.81,0.0
2012-02-15,1547,14014,1,89.05,-17.45,0.0
2012-02-15,1547,23712,1,167.06,0.0,0.0
2012-02-15,1547,24433,1,142.12,0.0,0.0
2012-02-15,1547,24651,2,56.28,-7.12,0.0
2012-02-15,1547,28717,1,320.22,0.0,0.0
2012-02-15,1547,34336,1,197.33,-35.62,-19.59
2012-02-15,1547,35567,1,71.24,-10.33,0.0
2012-02-15,1547,37270,1,71.24,-21.02,0.0
2012-02-15,1547,45490,1,89.05,-6.77,0.0
2012-02-15,1547,46642,1,124.67,-17.45,0.0
2012-02-15,1547,48634,1,124.67,-17.45,0.0
2012-02-15,1547,50677,1,177.74,0.0,0.0
2012-02-15,1547,51626,1,177.74,-21.37,0.0
2012-02-15,1547,53604,1,163.5,0.0,0.0
2012-02-15,1547,54305,1,117.19,0.0,0.0
2012-02-15,1547,54322,1,213.36,-35.62,0.0
2012-02-15,1547,54445,1,131.44,0.0,0.0
2012-02-15,1547,56117,1,35.26,0.0,0.0
2012-02-15,1497,5985,1,35.26,0.0,0.0
2012-02-15,1497,33549,1,95.82,0.0,0.0
2012-02-15,1296,12617,1,284.6,0.0,0.0
2012-02-15,1296,13461,1,12.11,-5.34,0.0
2012-02-15,1296,14765,1,195.55,0.0,0.0
2012-02-15,1296,15295,1,106.86,-35.26,0.0
2012-02-15,1296,17832,1,70.88,-17.81,0.0
2012-02-15,1296,17995,2,70.53,0.0,0.0
2012-02-15,1296,24036,1,95.82,-46.31,0.0
2012-02-15,1296,26064,1,53.43,-53.07,0.0
2012-02-15,1296,31898,1,117.19,0.0,0.0
2012-02-15,1296,34935,1,106.5,0.0,0.0
2012-02-15,1158,7856,1,187.0,0.0,0.0
2012-02-15,1158,11758,1,106.5,0.0,0.0
2012-02-15,1158,24532,1,187.0,0.0,0.0
2012-02-15,1158,32679,1,70.88,0.0,0.0
2012-02-15,1158,59153,1,117.19,0.0,0.0
2012-02-15,1157,9238,1,187.0,0.0,0.0
2012-02-15,1157,23417,2,71.24,-56.28,0.0
2012-02-15,1157,28437,1,35.26,0.0,0.0
2012-02-15,1157,33031,1,106.5,0.0,0.0
2012-02-15,317,7021,1,53.43,-17.45,0.0
2012-02-15,317,11329,1,53.43,-17.45,0.0
2012-02-15,317,12890,1,53.43,-17.45,0.0
2012-02-15,317,19376,1,35.62,-60.2,0.0
2012-02-15,317,21269,1,177.74,0.0,0.0
2012-02-15,317,23033,1,53.43,-17.45,-35.62
2012-02-15,93,5249,1,63.76,0.0,0.0
2012-02-15,93,6451,1,131.44,0.0,0.0
2012-02-15,93,7859,1,53.43,-13.89,0.0
2012-02-15,93,8808,2,106.86,-106.15,0.0
2012-02-15,93,13360,1,45.95,0.0,0.0
2012-02-15,93,15490,1,89.05,-35.26,0.0
2012-02-15,93,17383,1,142.12,0.0,0.0
2012-02-15,93,23544,1,81.57,0.0,0.0
2012-02-15,93,27501,3,213.72,-127.16,0.0
2012-02-15,93,31546,1,533.94,0.0,0.0
2012-02-15,93,34896,2,184.51,0.0,0.0
2012-02-15,93,57837,1,71.24,-35.26,0.0
2012-02-15,93,57921,1,71.24,-35.26,0.0
2012-02-15,93,58267,1,195.91,-106.5,0.0
2012-02-15,93,9390,1,427.08,0.0,0.0
2012-02-15,816,32554,1,44.52,-4.99,0.0
2012-02-15,653,13174,1,24.58,-10.69,0.0
2012-02-15,1068,5541,1,59.49,-11.4,0.0
2012-02-15,1068,12053,2,142.48,-70.53,0.0
2012-02-15,1068,12814,1,45.95,0.0,0.0
2012-02-15,1068,13391,1,284.6,-53.43,0.0
2012-02-15,1068,13665,1,12.11,0.0,0.0
2012-02-15,1068,14032,1,95.82,0.0,0.0
2012-02-15,1068,18042,2,106.86,-34.91,0.0
2012-02-15,1068,21345,1,117.19,0.0,0.0
2012-02-15,1068,23049,2,170.26,0.0,0.0
2012-02-15,1068,23711,1,53.43,-17.45,0.0
2012-02-15,1068,24285,1,35.62,-35.26,0.0
2012-02-15,1068,27904,1,35.26,-32.06,0.0
2012-02-15,1068,28550,2,120.4,0.0,0.0
2012-02-15,1068,28932,1,63.76,0.0,0.0
2012-02-15,1068,33950,1,49.51,0.0,0.0
2012-02-15,1068,34391,1,47.73,-5.34,0.0
2012-02-15,1068,34537,1,190.57,-94.04,0.0
2012-02-15,1068,36487,1,89.05,-42.39,0.0
2012-02-15,1068,45010,2,152.45,-74.8,0.0
2012-02-15,1068,48601,1,70.88,-35.62,0.0
2012-02-15,1068,51985,1,70.88,-17.81,0.0
2012-02-15,1068,57886,1,59.49,-47.02,0.0
2012-02-15,1068,58616,1,142.12,-49.87,0.0
2012-02-15,653,50066,2,177.39,0.0,0.0
2012-02-15,269,49309,1,355.84,0.0,0.0
2012-02-15,891,56990,1,241.86,-42.74,0.0
2012-02-15,895,6958,2,113.27,0.0,0.0
2012-02-15,895,7330,1,105.79,-7.84,0.0
2012-02-15,895,23424,1,202.68,0.0,0.0
2012-02-15,895,27110,1,67.32,-53.43,0.0
2012-02-15,895,28825,1,177.74,0.0,0.0
2012-02-15,895,34359,1,102.59,0.0,0.0
2012-02-15,895,44939,1,70.88,-24.93,0.0
2012-02-15,1192,5626,1,59.49,-47.02,0.0
2012-02-15,1192,57632,1,71.24,-35.26,0.0
2012-02-15,1384,7489,1,302.41,0.0,0.0
2012-02-15,1384,17041,2,56.28,-7.12,0.0
2012-02-15,1384,23248,1,159.93,-49.87,0.0
2012-02-15,1384,28393,1,99.38,-7.12,0.0
2012-02-15,1384,33761,1,355.84,-24.93,0.0
2012-02-15,1384,52376,1,142.12,0.0,0.0
2012-02-15,725,17054,1,152.81,0.0,0.0
2012-02-15,725,18943,2,70.53,0.0,0.0
2012-02-15,725,19994,2,84.78,0.0,0.0
2012-02-15,725,21907,2,70.53,0.0,0.0
2012-02-15,725,34975,1,89.05,-28.14,0.0
2012-02-15,1003,12039,2,95.11,-18.17,0.0
2012-02-15,1003,13730,1,47.37,-9.26,0.0
2012-02-15,1003,20873,1,89.05,-28.14,0.0
2012-02-15,1003,21226,1,35.26,0.0,0.0
2012-02-15,1003,21421,1,67.32,0.0,0.0
2012-02-15,1003,23577,1,70.88,-10.69,0.0
2012-02-15,1003,25381,1,81.57,-7.12,0.0
2012-02-15,1003,30988,1,81.57,0.0,0.0
2012-02-15,1003,31156,1,106.5,0.0,0.0
2012-02-15,1003,34404,2,127.52,0.0,0.0
2012-02-15,1003,35887,1,142.12,0.0,0.0
2012-02-15,1003,36321,1,302.41,0.0,0.0
2012-02-15,1003,45372,1,97.96,-19.23,0.0
2012-02-15,1003,47921,1,106.86,-78.01,0.0
2012-02-15,1457,16898,1,66.97,-46.66,0.0
2012-02-15,1457,45982,1,320.22,-35.62,0.0
2012-02-15,1298,4402,1,70.88,0.0,0.0
2012-02-15,1298,5985,1,35.26,0.0,0.0
2012-02-15,1298,9210,2,68.39,-16.39,0.0
2012-02-15,1298,10517,4,356.2,-112.56,0.0
2012-02-15,1298,11523,1,102.94,0.0,0.0
2012-02-15,1298,12783,4,28.5,-7.12,0.0
2012-02-15,1298,13774,5,178.1,-158.51,0.0
2012-02-15,1298,13835,1,35.62,-35.26,0.0
2012-02-15,1298,14527,1,284.6,-203.03,0.0
2012-02-15,1298,15319,1,267.15,-35.98,0.0
2012-02-15,1298,16893,8,213.72,0.0,0.0
2012-02-15,1298,17025,1,56.64,0.0,0.0
2012-02-15,1298,20811,2,71.24,-34.91,0.0
2012-02-15,1298,21560,1,35.26,0.0,0.0
2012-02-15,1298,21960,10,71.24,-17.1,0.0
2012-02-15,1298,23091,1,66.97,-46.66,0.0
2012-02-15,1298,27087,1,85.13,0.0,0.0
2012-02-15,1298,28007,4,142.48,-27.07,0.0
2012-02-15,1298,28285,6,42.74,-10.33,0.0
2012-02-15,1298,28700,2,133.93,-32.06,0.0
2012-02-15,1298,29847,1,35.62,-17.45,0.0
2012-02-15,1298,31739,1,117.19,0.0,0.0
2012-02-15,1298,33373,1,35.62,-38.83,0.0
2012-02-15,1298,33951,2,71.24,-34.91,0.0
2012-02-15,1298,34648,1,355.84,-81.93,0.0
2012-02-15,1298,35211,4,213.72,-98.31,0.0
2012-02-15,1298,35652,2,133.93,-32.06,0.0
2012-02-15,1298,36647,1,70.88,-7.12,0.0
2012-02-15,1298,47771,1,195.55,0.0,0.0
2012-02-15,1298,51346,1,209.45,0.0,0.0
2012-02-15,1298,59818,1,320.22,0.0,0.0
2012-02-15,1298,59969,3,137.85,0.0,0.0
2012-02-15,727,13774,1,35.62,-31.7,0.0
2012-02-15,727,27873,1,70.88,0.0,0.0
2012-02-15,727,44893,2,178.1,-34.91,0.0
2012-02-15,161,9110,2,69.1,-86.91,0.0
2012-02-15,161,17892,1,284.6,-71.24,0.0
2012-02-15,161,23634,2,99.02,-42.74,0.0
2012-02-15,161,26112,1,28.14,0.0,0.0
2012-02-15,161,28442,1,59.49,-22.08,0.0
2012-02-15,161,34508,2,69.1,-86.91,0.0
2012-02-15,273,5261,1,51.29,-48.09,0.0
2012-02-15,273,28819,1,127.88,-85.49,0.0
2012-02-15,1298,55961,2,320.22,0.0,0.0
2012-02-15,1298,57168,3,51.29,0.0,0.0
2012-02-15,848,58305,2,178.1,0.0,0.0
2012-02-15,1458,9949,2,426.73,-284.96,0.0
2012-02-15,1458,30741,1,106.15,0.0,0.0
2012-02-15,1291,49009,17196,1175.46,-61.27,0.0
2012-02-15,1298,37270,1,71.24,-21.02,0.0
2012-02-15,1298,49982,1,117.19,0.0,0.0
2012-02-15,999,8726,3,38.83,-8.9,0.0
2012-02-15,999,12636,1,533.94,0.0,0.0
2012-02-15,999,15475,1,35.26,-3.56,0.0
2012-02-15,999,24958,1,213.36,0.0,0.0
2012-02-15,999,25177,1,124.31,-53.43,0.0
2012-02-15,999,26147,1,605.18,0.0,0.0
2012-02-15,999,26417,1,293.86,0.0,0.0
2012-02-15,999,27807,2,70.53,-28.5,0.0
2012-02-15,999,29302,2,106.86,-27.78,0.0
2012-02-15,999,47427,1,177.74,-53.43,0.0
2012-02-15,999,52944,1,69.46,-29.92,0.0
2012-02-15,927,48973,14609,1170.47,-0.36,0.0
2012-02-15,88,4382,1,62.33,-22.8,0.0
2012-02-15,88,5658,1,89.05,-35.26,0.0
2012-02-15,88,11411,1,89.05,-35.26,0.0
2012-02-15,88,12148,1,106.86,-35.26,0.0
2012-02-15,88,13174,1,35.26,0.0,0.0
2012-02-15,88,14497,2,153.88,-2.14,0.0
2012-02-15,88,15229,1,66.97,-32.06,0.0
2012-02-15,88,18155,1,71.24,-56.64,0.0
2012-02-15,88,18291,1,17.81,-17.45,0.0
2012-02-15,88,18822,2,227.26,0.0,0.0
2012-02-15,88,26139,2,106.15,-35.62,0.0
2012-02-15,88,35550,2,250.76,-250.76,0.0
2012-02-15,88,35735,1,77.3,-7.84,0.0
2012-02-15,88,36144,1,89.05,-24.58,0.0
2012-02-15,88,36733,1,95.82,0.0,0.0
2012-02-15,88,37182,1,124.31,-53.43,0.0
2012-02-15,88,57364,1,89.05,-24.58,0.0
2012-02-15,88,18042,1,53.43,-17.45,0.0
2012-02-15,88,18501,2,205.88,0.0,0.0
2012-02-15,88,21263,1,88.69,0.0,0.0
2012-02-15,88,49216,1,28.14,-14.25,0.0
2012-02-15,1155,6346,1,142.12,0.0,0.0
2012-02-15,1155,13835,1,35.62,-35.26,0.0
2012-02-15,1155,24484,1,35.62,-17.45,0.0
2012-02-15,1155,30836,1,213.36,-35.62,0.0
2012-02-15,517,20294,1,204.82,0.0,0.0
2012-02-15,517,26830,1,53.07,0.0,0.0
2012-02-15,517,31437,1,106.5,0.0,0.0
2012-02-15,517,32725,1,66.97,-21.73,0.0
2012-02-15,517,34753,1,213.36,0.0,0.0
2012-02-15,517,35500,1,88.69,0.0,0.0
2012-02-15,517,46341,1,177.74,-35.62,0.0
2012-02-15,517,57355,1,99.38,0.0,0.0
2012-02-15,103,49009,9953,712.4,-35.26,0.0
2012-02-15,117,5096,1,58.06,-34.2,0.0
2012-02-15,117,5986,1,63.76,0.0,0.0
2012-02-15,117,7048,1,45.95,0.0,0.0
2012-02-15,117,7106,1,70.88,0.0,0.0
2012-02-15,117,12111,1,17.81,0.0,0.0
2012-02-15,117,13174,1,35.26,0.0,0.0
2012-02-15,117,13881,1,152.45,0.0,0.0
2012-02-15,117,14497,1,76.94,-1.07,0.0
2012-02-15,117,14755,1,63.76,0.0,0.0
2012-02-15,117,15335,1,45.95,-10.69,0.0
2012-02-15,117,16472,1,70.88,0.0,0.0
2012-02-15,117,17688,2,28.5,-13.54,0.0
2012-02-15,117,22105,1,59.49,-47.02,0.0
2012-02-15,117,22350,1,59.49,-47.02,0.0
2012-02-15,117,24055,1,195.55,-42.74,0.0
2012-02-15,117,24285,1,35.62,-35.26,0.0
2012-02-15,117,25377,2,48.44,-14.96,0.0
2012-02-15,117,26122,1,89.05,-17.45,0.0
2012-02-15,117,26220,2,84.78,0.0,0.0
2012-02-15,117,26752,1,28.14,0.0,0.0
2012-02-15,117,28289,2,48.44,-14.96,0.0
2012-02-15,117,30283,1,70.88,-32.06,0.0
2012-02-15,117,31179,1,24.58,0.0,0.0
2012-02-15,117,32314,2,177.39,0.0,0.0
2012-02-15,117,32563,1,28.14,-7.12,0.0
2012-02-15,117,33283,1,35.26,-7.12,0.0
2012-02-15,117,33547,1,149.25,0.0,0.0
2012-02-15,117,34470,1,81.57,0.0,0.0
2012-02-15,117,35140,1,102.94,0.0,0.0
2012-02-15,117,36487,1,89.05,-42.39,0.0
2012-02-15,117,36582,1,119.33,0.0,0.0
2012-02-15,117,37071,1,35.26,-10.69,0.0
2012-02-15,117,58222,1,95.82,0.0,0.0
2012-02-15,1378,4344,1,248.98,0.0,0.0
2012-02-15,1378,5986,1,63.76,0.0,0.0
2012-02-15,1378,17023,1,160.29,-6.41,0.0
2012-02-15,1378,17043,1,95.82,0.0,0.0
2012-02-15,1378,17848,2,357.98,0.0,0.0
2012-02-15,1378,25426,2,569.21,-142.48,0.0
2012-02-15,1378,28325,2,241.5,0.0,0.0
2012-02-15,1378,36465,2,163.14,0.0,0.0
2012-02-15,1378,50235,1,27.07,0.0,0.0
2012-02-15,1378,50237,1,27.07,0.0,0.0
2012-02-15,1378,50244,1,27.07,0.0,0.0
2012-02-15,1378,59076,1,195.91,-140.7,0.0
2012-02-15,151,6346,1,142.12,0.0,0.0
2012-02-15,151,9548,1,248.98,0.0,0.0
2012-02-15,151,13383,1,45.95,0.0,0.0
2012-02-15,151,21134,1,92.26,0.0,0.0
2012-02-15,151,24244,1,45.95,0.0,0.0
2012-02-15,151,24703,2,184.51,0.0,0.0
2012-02-15,151,34982,1,92.26,0.0,0.0
2012-02-15,151,36577,1,44.52,-19.23,0.0
2012-02-15,393,9986,1,284.6,-71.24,0.0
2012-02-15,153,4330,1,17.81,0.0,0.0
2012-02-15,153,7859,1,53.43,-13.89,0.0
2012-02-15,153,16636,2,99.02,-28.5,0.0
2012-02-15,153,25187,1,53.43,-13.89,0.0
2012-02-15,153,32704,1,28.14,-7.12,0.0
2012-02-15,153,33338,1,45.95,0.0,0.0
2012-02-15,989,9829,2,141.77,-7.12,0.0
2012-02-15,989,14527,2,569.21,-406.07,0.0
2012-02-15,989,17047,1,106.5,0.0,0.0
2012-02-15,989,20192,2,355.49,0.0,0.0
2012-02-15,989,22483,2,782.93,0.0,0.0
2012-02-15,989,33493,1,89.05,-31.7,0.0
2012-02-15,989,47103,1,81.57,0.0,0.0
2012-02-15,1012,11624,2,120.4,0.0,0.0
2012-02-15,1012,11670,1,60.2,0.0,0.0
2012-02-15,222,9281,2,35.62,0.0,0.0
2012-02-15,222,23809,1,89.05,-31.7,0.0
2012-02-15,1170,27006,1,108.28,0.0,0.0
2012-02-15,1170,49009,8047,570.28,-0.36,0.0
2012-02-15,1337,5497,1,70.88,0.0,0.0
2012-02-15,1337,5624,1,263.23,0.0,0.0
